id,rating_1,rating_2,condition,mode,condition_mode,station,transcription
21,1,1,Blob,Firstperson,BlobFirstperson,3,de letzte abschnitt war der erste pakurdänich überhaupt im de dritten personenperspektive se in n dem der kantkontischnesse in in in indem teil des experiments gemacht habe a das war leichter wei ich eben wusste wos hin muss und und wie es mögliche hald mit dem fahrstell zu fahranden soweiteunun sofort  und das erhalt auch n rückelplattes auf der ich ebe eine gewisse zeit stehen bleiben muss damit sich eben die stange nach unten senkend damit ich weitergehen kann a ansonsten wasser bjet sich ihum wie unangenehm so mitfüssens dass ich selber imm aufzug war a warnbisshin biein fissein unwohl aber ansonsten war is nicht allso schlimm a genau ich gaub ich kann aber auch nicht mehr sagen fails einfach der gleiche pakurva nur halt eben mit der anderen steuerung was dafür gesorgt hat dat sich mich ein bishen mehr so vieler als wäre ich da aber nicht das ichirenwie darübr ich stehe im anfange zu schwanken oder so
21,1,3,Blob,Hybrid,BlobHybrid,0,am also seimelso ganz genau kann ich glaub ich nicht sangweisig erlebter biswirkte in erin der ersten person habe ich mich mit wissien gefühlt als welchen wirklich da also in diesem in in der umgebung ansonsten wahsat bischen komisch wenn man durch dien gegengewirbelt wurde also die perspektive einer dritten personen zu ändern hat manchmal dafür gesorgte es sich in bisschen hin und hergeschwangn bin a genau ansonsten wareigentlich nicht inwie unangenehmen oder oder a verwirnd aber ja
21,1,1,Blob,Firstperson,BlobFirstperson,0,an em gegensatz feuerweisjet so dass ich mich auch einer ersten person bewegen kann also nicht mehr in die dritte personschalten muss um mich bewegen zu können was kurzzeitig schon bis synkomisch war aber jetzt nicht allzu kein allzu grosses problem rantja die steuerung war ber auch vielen fall leichter jetzt durch dadurch dass ich mich schon dran gewöhnt hab genomen
21,1,1,Blob,Firstperson,BlobFirstperson,1,im letzten abschnitt seuteigh wieder dem pfad folgen diesem assich nicht ausprobiert abe ich die kurven ob ich midikovn sparnern an es war nich eswirkle nicht gan so realwei ich häufig mit den evaginären wenden kollidiert bin sodass der das ich an den stellen nicht mehr weiter kam aber sginge ich also swar auch zumaich bin ich ganz so schnell wie es mir vorgestellter zu mei spiel inder in m im letzten durchgang beim gleichen pakur daber also dass ich dass in der dritten personperspektive hatte unas das hat sich bei weitem schneller angefühlt als jetzt gerade aber das könnte auch mit den ganz in kollisionen zu tun haben aber genau wennicge steuerung war eigentlich nicht ganz so kompliziert nur halt abend dass sich immer dazu geneigt hat noch links und rechts zu kucken und dann meistens noch in die gleiche richtung also den joistigen die gleicherrichtung gedrückt hab a in der eigentlichtibe andstand aber ja ansonst nor eigen ich alles oklie
21,1,3,Blob,Hybrid,BlobHybrid,2,im letzten pakur sollte ich  waren sechs wüffel in einem raum und durch sollte fünf stück in eine kiste packen und bei den meisten würfelnweisu dasannd im welche hilfsmittel brauchte um an die würfel zu kommen um sie dann eben aufzunehmen und in die kiste zu packen zum beispiel dass der würfel unter einer box oder sogar die man ersma anheben musste und ich hatte erstmal die schwierigkeit zu bemerken dass man etwas dafür tu muss dun man den würfel zu kommen aber ansonsten wurde es mit der steuerung auf ihn velleichter und die würfel wzwischen durch wusste ich nicht wirklich was man was sich machen kann was sich nicht machten kann aber ionvan hat sich vieles von alleinen ergeben
21,1,1,Blob,Hybrid,BlobHybrid,3,am en der letzten station sollte ich durch einen fakorlaufen der eben über klötze gegen diese zusagen sich durch die gegenbeweigt haben a sollte ihben den fallen folgen um den ausgang zu finden es gabt zum beispielaufzüge sgab  ich weiss nicht ob das irenwiun back war oder ob das ne gee ruttelplattform war auf der ich dann gestanden habe und durchge gegengestellt wurde meistensseitig dann zum beispil als das hoch ging oder als as dann auch untergigen durch die aufzüge des geführs würde ich auch hoch oder ess s wurde mir jedenfalls soguriert als würde ich mich auch wirklich im raum bewegen obwohl ich halt wusste dass ich nicht wirklich präsent in dem raum bin ich sie a das war schon sehr komische erfahrung ansonsten hat ich aber jetzt kein unwohlsein und die steuerung wurde auf dem fasei viel leichter a gn
22,1,1,Avatar,Firstperson,AvatarFirstperson,3,zunächst musste ich im einen ich weissen hier einfluss  oder so etwas überqueren oder ein ein stück wiese ich weiss nicht auf mihnen verwanderts überwiegende platten und dann musste ich von der einen zu anderen springen und die erste reihe hat sich eine heiz bewegt und die zweitreihe dann nach links und den wander zwischendurch au noch so glasbarrierenden musste man warten bis man davorbei war dann bin ich in einen aufzug gegangen bin hoch gefahren und omwadern nochen pakur durch durchgelaufen bin  ja das is letzte war en wie ich weiss nicht was das waren laufbahnd oder sowas auf dem verhat das da das bild sehr gewackelt und m dabei ich frohde dass das e dass sich dann da drüber war weil das wacheln war nicht sehr angenehm und dann bin ich in den aufzug wiederegangen win runter gefahren und jattn bin jetzt wieder in dem raum hier gelandet
22,1,1,Avatar,Firstperson,AvatarFirstperson,0,ich war in einem raum und dort musste ich ein würfel greifen und diesen in ein behälter fallen lassen dabei war schwierig den würfel erst zu greifen weil er ziemlich weit weg war aber am ende habe ich ihn zu greifen bekommen misshen arbeit
22,1,1,Avatar,Firstperson,AvatarFirstperson,4,am einsor zunächst bin ich am  treppe hoch gelaufen um auf sonhaus undo jadaber so weltliche ländliche umgebung mit fimbäum und navise und dann bin ich danach so nu wende nicht drepesondern einfach ja war sie im kreis wiederunter gegangen und anschliessend wieder mitem aufzug hoch gefanren der muss de ich in hebel bedienen den die ganzheit hochdrücken damit der mich hoch fährt und dann bin ich zu  anderen aufzugegangen den ich wiederhrunter drück musste der mich wieder runtergebracht hat wunsch jo
22,1,1,Avatar,Firstperson,AvatarFirstperson,1,ich musste über also einen holzsteg laufen der ja war so geschlängelt und ging durch non wald durch und wir hat e müsste ich halt der ganzheit kurvenehm und so schnell wie möglich ain ziel komm
23,1,1,Blob,Hybrid,BlobHybrid,2,ja also das war natürlich einen bissen also wir jet zwar jar wieder die aufgabe mit den drei a mit den sechswürfeln ich habt tatsächlich jetzt auch den letzten gesehen den hat ich vorher irgendwie immer aus dem augenwinkel somer glänzen sehen aber erhalt nich wirklich war genommen wahrscheinlich wäil ich mich von aussen durch die wandbewegt hab als ich die personen koordiniert hab ja man est sehr vier öfter als bei den anderen also ich aus der ersten in die dritterischperspektive gesprungen jor aber ich fir uns auch pfasstbissen also man konnte sicher helt eher von aufstgaaufgabe auch loslösen als sonst ja war ganz entspannt eigentlich mich fast nicht so schlumpgigs mir domit nich orgen na ja das war es eigentlich
23,1,1,Blob,Hybrid,BlobHybrid,1,r haben also jetzt kam doch wieder die stegaufgabe die hörte sechtlich mehr irgendwie am unangenehmsten beim ersten durchlauf und jetzt bin ich tatsächlich irgendwann in sona jasund achterbahnmodus verfallen dadurch dass sich alles recht gleichmässig bewegt hat und ich immer eine perspektive hatte und wir äussert sich iher ausangefüllt als würde ich jetzt durch diesen raum fahren oder nich ja das wars auch eigentlich ja drummerum bäumegras komische steine die aussehen wir bei unser in der nordsee die sachen die da im bodenstecken damit der sandnich abgeschwemmt wird da kommt eine pflanze durch die wand ich weiss nicht wieso aber ja das wais eigentlich auch glaub ich ich fand s lechter als die anderen sachen und wir genau so achterbahneffekten bis hin
23,1,1,Blob,Firstperson,BlobFirstperson,4,im ich musst zu jetzt eigentlichen relativ lange also relativ langes gut weg laufen dar das zutoritorilwa oder die übung am ja als erstes muss dich treppen hochgehen ich glaube drei stück oder so und dann musse ich erst also die waren eckig umhaltene hausrummn gebaut und dann muss ich leicht runtergehen wieder treppen und um ein rundesgebäude rum und dan musse ich noch mit fahrstühlen eimar hoch und einmalrunterfahren und jetzt bin ich hier
23,1,1,Blob,Hybrid,BlobHybrid,4,ja do ich musste nicht das die sache machen mit den sechswürfeln ich musste mich direkt durch die landschaft navigieren also mit den eckigen treppen und dandem leicht runtergehen durch die spirealtreppen ja und dann einmal durch die beiden fastühle und ja das war es eigentlich auch ich fands leichtelz das andere ereigentlich weil ich die ganze zeit eine perspektive hatte und nicht körper und bewegung regulieren mussbesondern nur eins ja das war es glaubig
23,1,1,Blob,Firstperson,BlobFirstperson,0,ich habe das le ich bin das tutorium durchlaufen und hab gelernt wich mich bewege und ich habe einen ballja einen eckigen ball a von am tisch aufgehoben und dann in den box getan das wass auch eigentlich
23,1,1,Blob,Hybrid,BlobHybrid,0,ich musste das gleiche tutoriol machen wie in letztes mal nur dass ich jierzeit immer aus der dritten in die erste person springen mussurchmusste dieses balldian ja in die box fom tisch in die box befördern und da beihalt immer aus der dritten in die erste personen wechseln er und die standinsum innenhuf
23,1,0,Blob,Firstperson,BlobFirstperson,3,aja dass es levil war jetzt ein bisschen ungewöhnlich jerch muss ur erst überso weissplatten laufen dann in ein fahrstuhl aber ohne hebel ich weis war noch nicht genau wie ich da überhaupt wedersich bewegt hat am dann bin nicht glaube ich in sonder kapsel gegangen die mich einmal rotiert hat das habe ich nicht so gar verstanden tatsächlich erst a ja die letzt das letztich westlichwases wars warirgendwen steg oder so am jach hab aber jetzt auch kein also nichts irgendwie als wahn material erkannt es egenwisse ich auch nicht wann ich jetzt richtig bin oder falsch dann muss ich inen noch ein pfarrstul von den ohne bedienung runterfahren auen
23,1,3,Blob,Firstperson,BlobFirstperson,2,ich bin en reinen raum gekommen wo ich die aufgabe hatte sechs rote würfel in blauer kiste zu tun die schreckrechts neben  der türver durch diegkeitbegegangen am ja die würfel habe ich alle eingesammelt einer bauch unter der kiste einer war festgezogen einer war nder lampe einer wa insemich weiss gar nichton laserding und einer ware hinter einer luke ja das war es eigentlich den mitderlampahabich dafür habe ich dann halt den wesen gebrauch de hinter mir stand ond für den festgeklempten muss ich das lose drehen undeinander glaube ich einfach auf in boten oder so vielen fall der erstefar relativ einfach zu greifen
23,1,1,Blob,Hybrid,BlobHybrid,3,ill e ja also ich musste tatsächlich jetzt schon dass man den verschiedenen steinen machen nicht weiss gar nicht mehr was dazu erst war der steg oder die steine das letzte mal auf jeden fall ging das fandsich auch fel besser als vorherwellig irgendwien sehr aussentstehenden job parte und halt nur jemanden navigieren musstewieene figur und nicht mich selber und daraub behält man viel besseren überblick ond ja ich weiss gar nicht ob[UNK]s darum geht aber also mir gedengs nicht schlecht damit jetzt irgendwie asolch vo uns besser das war es glaube ich genau die steine und souerbächer schon mal beschrieben ich wes nicht of es sie noch mal beschreiben soll waren die bewegenden steiner dann der farrstuhl ohne griff den man ich weiss nicht wie navigieren soll cmacht simmer mit den armen ja die rauf und runter ja das und dann genau diese kommission verschiedenen dinge noch in der mitte da er einer der ein irgendwie an die rotierende kapse hran führt und dasteiworch jetzt festgestellt hat dass der anscheinsende glaswand runtergeht die ich durch die viprationen und das schütteln beim ersten mainig gesehen hatte
23,1,1,Blob,Firstperson,BlobFirstperson,1,ja jetzt muss ich über also stegelaufen die immer mehrkurven gemacht haben und zum ende hin auch schmaler geworden sind und ich musste mich navigieren und immer wenn ig aldquase an den rand des stegs gekommen hat die seite vibriert mit delcher umrand war ja das ist mehr relativ oft passiert aber ja genau das warseigentlich ich weiss nicht wie präzise man das machen muss um sich rumbanbäume der steck war braun ja die falle blau
24,0,3,Avatar,Firstperson,AvatarFirstperson,3,das ganz des sicht fällt und
24,0,3,Avatar,Hybrid,AvatarHybrid,2,   
24,0,0,Avatar,Hybrid,AvatarHybrid,0,verwierende steuerung
24,0,0,Avatar,Hybrid,AvatarHybrid,1,die reaktionsgeschwindigkeit zwischen  beim drehen könnte bedeutend also könnte schneller sein das würde es einfacher machen zu interragieren also bildschirm drehen
24,0,0,Avatar,Firstperson,AvatarFirstperson,1,ich find immer noch das mit dem sichtfeld ist nicht ganz ausgreift mie fehlen mir so bisschen dieses se
24,3,1,Avatar,Hybrid,AvatarHybrid,3,die orientierung in ist nicht u
24,3,0,Avatar,Firstperson,AvatarFirstperson,4,das das sichtfällt nicht so schnell mit dreht der das kanz das ist imin bisschen verwirrend das muss sowohl den kopf drehen kann als auch die perspektive bedengen strahungsknopf und das liedar nicht so schnell reagiert wie man dennen möchte
24,3,0,Avatar,Firstperson,AvatarFirstperson,0,die interaktion aus der first person ist angenehmar also bef diese fliessender ohne der s fertpassen als sim vorjährigen irgendwas mit detailliert
25,1,1,Blob,Hybrid,BlobHybrid,3,am n diesem paar kur musste ich mich im bewegen und wieder ein weg finden wir sich zu ende des parcurs wkomben dadurch musste ich m zum eispiel aufzüge e nehmen und n ja ich musste den weg widen
25,1,1,Blob,Hybrid,BlobHybrid,2,an diesem pakur musste ich em verschiedene würfel sammeln und dabei musste ich ja kleine rezel machen uns um diese zu befreien und damit ich überhaupt zu griff hatte
25,1,1,Blob,Firstperson,BlobFirstperson,3,am in diesem pakur musste ich wieder um einen weg finden
25,1,1,Blob,Hybrid,BlobHybrid,1,ich musse mich durch einen weg en durchlaufen und das ende des weges finden und he mich dadurch  ja bewegt
25,1,3,Blob,Firstperson,BlobFirstperson,4,in diesem parkur musste ich treppenhochlaufen auf züge nehmen und an ja spiral
25,1,1,Blob,Firstperson,BlobFirstperson,1,in diesem parkur musste ich durch seine art la berint laufen sa ja und mein weg f
25,1,1,Blob,Hybrid,BlobHybrid,4,abe in diesem paarkur musste ich e wieder mein weg finden nddadurch musste ich sor treppen hochlaufen un und n aufzüge nehmen unso weiter um ein weg zu finden
25,1,1,Blob,Firstperson,BlobFirstperson,2,in diesem pakur musste ich am wüffel am sammeln und dadurch musste ich as mal herausfinden wich e die wuffe heraus bekommen und dann diese würfel zur käste zu transportieren
25,3,1,Blob,Hybrid,BlobHybrid,0,age aber so zvei sastutorial ich habe mich a grundgemacht wie man am in dersexperiment am nn man sich bewegen kann und greifen kann an die ansicht ändert
25,1,1,Blob,Firstperson,BlobFirstperson,0,in dempacor habe ich mich em vertraut gemacht wie ich mich bewegen soll und ich greifen kann
26,1,0,Avatar,Hybrid,AvatarHybrid,3,dieses mal habe ich die personin der dritten person also als aussenstehender durch den pakur geführt und fande es dieses mal einfach e die person durchzuführen aber man merkt dass m gerade diese kreisbewegung wenn man sich auf dieser plattform rumgedreht hat das führt sich mehr wie caroselle an wein man diese bewegung nicht so gut nachvollziehen kann
26,3,3,Avatar,Hybrid,AvatarHybrid,1,ähnlich fie pa pakour davor er wiederhdurch die person in der dritten person dadurchgeführt am und wiederfand ih es einfache die persönen durchzuführen abe
26,3,3,Avatar,Hybrid,AvatarHybrid,4,ich habe wieder die person der dritten person de durchgeführt em ja ich fans wie bei den vorherigen perkurs einfach an die person durchzuführen aber wieder merkt man es mehr dass der körper sich dabei unwohlerfühlt und denkt  ergendwas passtchentlich warben bewegt sich das alles aber ich bewege mich selbst nicht so richtig
26,0,0,Avatar,Firstperson,AvatarFirstperson,3,m ja also ich findet nur merkwürdig wenn man halt quasigrad nicht weiter gehen kann weil ic nen quas bewegt und empt verzhert sich das bild ein wenig so dass man dann so das gefühl hat das halt um das sichtfeldquasi verzerrt ist und sonst keine weiteren auffälligkeiten
26,1,1,Avatar,Firstperson,AvatarFirstperson,1,im letzten pakur musste ich den fallen auf boden folgen es
26,0,0,Avatar,Firstperson,AvatarFirstperson,4,äich wird das verwieren dass man seinen oberkörper immer fielmehr mitdreht aber die beinen bleiben wir fest auf em boden und dadurch endet man an ihnin einer position wo man dann erst später merkso haltstopich guck eigentlich gerad nach da aber laufen nach links und das finde ichin bishen merkwürdig also für den körper
26,3,3,Avatar,Hybrid,AvatarHybrid,0,ich befinde mich jetzt in der dritten person also ich kann die andere person sehen und ihre bewegung steuern mich aber auch in sie hineinversetzen und dadurch gegenstände aufheben und wieder abwerfen
26,1,3,Avatar,Firstperson,AvatarFirstperson,0,der ferkur war bis jetzt isi und gut und ich far uns einfach und ich hatt noch keine übigkeit
26,3,3,Avatar,Hybrid,AvatarHybrid,2,a ich habt diesmal die wirfeln in der dritten person eingesammelt onfandes vielvel einfacher merkt dan werscheicj auchin der zeit dass es viel ieg schneller war und fühlte diese aufgabe also die fanlich viel viel einfacher als vorher hier hat ich nicht so das krasse gefühl wie bei dem pakur dass man das so merkt dass man einem überwiert oder dass man heisone quasivahrnehmungsstörrung hat also dass das sich auch auf das bewusstsein auswirkt
27,1,1,Blob,Firstperson,BlobFirstperson,4,a also eben musste ich wieder fahrestuhl frahren mabar diesmal musste ich selbst an ja die griffe hochhalten während ich gefallen winn as sich erst nicht verstanden hab und natieruntergefahre muss ich den griff auch unterdrücken um weiterzukommen
27,1,1,Blob,Hybrid,BlobHybrid,3,also jetzt musste sich in der dritten person den pakur durchlaufen und wieder über die beiden e entgegen läufigen ja bewegen bretterbrettersteinblöcke wie auch immer e und genau dann den fahrstuhl ohfahren und oben auch bursen bewegtes zuberbwikte einheit und  dann den fahrstuhe im runterfahren am jgenauso alles in der dritten person und wirt stich hier in der ersten person
27,1,1,Blob,Hybrid,BlobHybrid,2,als sich ert zwarlich wieder in dem raum indem ich die würfel sammeln musste erm und dafür musste ich von der dritten person e so mit der dritten person habe ich mich im raum bewegt und musste dann jeweils bei den würfeln in die erste person wechseln um geben ja den wiffel zu greifen und die aktion auszuführen und habs diesmal geschafft mehrwürfe zu sammeln ausserdem der anderdeckgehängt
27,1,1,Blob,Firstperson,BlobFirstperson,2,also eben musste sich verschiedene wirfel aufsammeln  die über all dem raum teilweise versteck teilweise offensichtlich waren und in eine küste eschmeissen e genau und dabei musse ich aber teilweise erstmal er erbestimmte dinge drücken oder also ich konnte nicht so einfach an diese würfel raben
27,1,1,Blob,Hybrid,BlobHybrid,0,also ich habe gelernt wie man von der dritten person die erste person wechselt und habe das ausprobiert em indem ich einen böfel oder mich im erster konflekt begeben musste dann ehm ein wilfe aufnehmen musste und e den dann wieder zu einem enflektransportieren musste und dann in der ersten person er in eine kistischmeissen musste genau
27,1,1,Blob,Firstperson,BlobFirstperson,3,okayallsam anfang musste ich  erstmal über so breiche gehen die sich bewegt haben eben also die sich gigenegegenläufig bewegt haben da muss sich zunemm fahrstuhl gehen wo ich glaubit enn hoch gefahren bin also in mir wicht es nicht ens verstanden eben und genau bin bin dann wieder durch einen bereichü durch eine ebene die sich auch  bewegt hat oder vibrierthet oder so und musste auch wieder zum fahrstuhl und n e genau irgendwie bin nicht ann also die fhrstühler heimlich missigen verwirt und e binden irgendwann   noch aus dem teil gelandet wurde in so dinge erstrunter fahren musste und dann im wieder durch em fahrstuh runter und in den bereich
27,1,0,Blob,Hybrid,BlobHybrid,4,also jetzt musste ich  eine wendeltreppung diec letztmac vergessen haben  zu erwähnen
27,1,1,Blob,Firstperson,BlobFirstperson,0,je alsoche wurde erst mal eingeführt in den e die funktionsweise und musste mich zu bestimmten stellen begeben und habe genau ein ein kasten hochgenommen mit der hand deen in ein oder ja kassen hoch genommen und den er zu einer stelle gebracht und dort inden kasten geworfen und bin de durch die türke gangen hier in den raum und e jemusste mich hier herbegeben ob die tafel schauen und hier auch den luckilknopfen mit der hand drücken em genauin mich hier einfündenenderspiel
27,0,1,Blob,Hybrid,BlobHybrid,1,a also diesem augusti musste ich wieder durch den pakturlaufen der ziemlich löschlinghartem aber am jahr in der dritten personond musste mich deshalb selbst nicht wirklich bewegen sondern konnte einfach am die personenbewegung muss meinen eigenen standpunkt nich möglich verändern aus ein paar mall um mich zu orientieren
27,1,1,Blob,Firstperson,BlobFirstperson,1,allsoch musst es so schnell wie es geht e durch ja eine art park laufen also oft edrtenbrettern em und die waren nicht gerade gelegt sondernh mus so mirerkol umenlaufen ond e ja dabei musste ich mich e mit der steuerung und mit den bewegen zurecht finden und agenau also das
28,3,3,Avatar,Hybrid,AvatarHybrid,0,also ich find die bewegung aus der dritten perspektive sind sehr unangenehmn  manda also der körper merkrügend wie das ist dass was nicht stimmt weil  erwartet dass man sich selbst bewegt passen zu dem bild aber es passiert nich und da ist das auf ihn versehr unangenehmenkrecht schnell so schwindelgefühle wenden der ersten also in firstpirson perspektev coasy das eigentlich kein problemus relativ angenehm ist genau und die hände und der controllerwan behaben sichn bis hen überschnitten dass man bis hen verwirrend amanfangen aber das sgewöhnungssache
28,1,1,Avatar,Hybrid,AvatarHybrid,3,also ja ich bin wieder fellen gefolgt musste da erst über so art wie se paletten offenfluss am dann olen inen aufzugen aufzukoc dann war nder ein paar komische barrieren die ich nicht ganz verstanden hab  von der mechanekehre aber die dann irgendwand doch aufgegangen sind und konnte ich durch da musst ich wieder durch den aufzugrundher ond danzrückgelied datenaufnahme ud ja also ich fanz genauso ruckelich wie vorher und dadurch war es auf jieden fall in bistchen nochn bisschen unangenehmer ich merke es auch dass iche bis den kopfschmerzen hab a aber ja ansonsten eigenlich genau so wie vorher 
28,1,0,Avatar,Firstperson,AvatarFirstperson,0,also ich bin bisn die genkgang die steuerung ausgetestet und hab dann einen würfel genommen und den eine kiste fallen lassen und bin dann durch die tür hereingekommen
28,1,1,Avatar,Hybrid,AvatarHybrid,2,jlichab würfel gesammelt undzar einer war in seinem klemding was man aufenwachen musste mit ner scfraubet und einen hinterlasern die aber nichts gemacht haben einer einsoner klappe versteckt eine unternümmg unt einer kiste einer bücheregal ja waren bischen klammen sie zwischendurch also die sachen im wie iderleben gefallen sind aber so aber es ging eigentlich ja und sehr anschränkent von kopf ab es auf den verichtig kopfschmerzen
28,1,3,Avatar,Firstperson,AvatarFirstperson,3,als ich bin wir bei diesem flusspaletendinge gegangen und en farrschuhlhochgefahren e dann durch diese hindernisse die ihm bisshin geruckelt haben un dann wir ein farschte runter und dann hiern den raum und der esart deutlich angenehm aus der ersten perspektive finde ich eaber sehr sehr komisch dass man sich selbst nicht bewegt
28,1,1,Avatar,Hybrid,AvatarHybrid,1,a  also ich bin weg lang gegang und versucht dem weg zu folgen entsprechend der  feile da wa war seh hilfrecht dass ich ich ichsch um lbis den videospielerfahrungen habt weile dadurch die steuerung von gerade ausgehen und die kamerarichtung wechseln leicht r nachdem ich das rausgefunden hatt noch mal und jonn war es eigentlich ziemmlich einfach war aber nicht besonders angenehm weil m ich habrichtig gemerkt dass mein körper so ausgleichsbewegungen machen wollte obwohl ich mich einicht gar nicht bewegen und dem entsprechend teilweise auch so so kleine schwindel a acken kam aber nur so zwei sekunden und ja ob ich kann das eigentlich ganz gut ausscheiden dessing hab mich das ist nicht so sehr gestört und bin dann einfach durchgelaufen durch den fakur
28,0,1,Avatar,Firstperson,AvatarFirstperson,4,a genau das sow je daraum mit der treppe unden der rampe nach unten e an sich ist es kein problem nur das bild is zwischen durch sehr sprunghaft gerade wenn man so hochinruntergeht dent springt das bild und das sehr unangenehm für den kopf findig  untermerkt man auch das die steuerung helt zu grob ist und dadurch e umso enge kurvenflüssig zu laufen dass es dann sehr grob e was glaube ich sehr anstrengt macht für die augen für den kopf  genauso mit dem wenn der e farsteu horunrunterfährten hack hak das halt sehr dadurch kann  unch habt man inzwischen durch eintwa die augen zugemacht welch des so unangenehmen fand dass das bildsau springt ja aber steuerung hat klappt an sich eigentlich gut 
28,1,3,Avatar,Firstperson,AvatarFirstperson,1,genaud aus sor wieder das vom anfang also ich bin über den weg gegangen bei den fallen gefolgt ab auch hier merkten
28,1,1,Avatar,Hybrid,AvatarHybrid,4,also diesmar billchne treppe hoch gegangen und dann sone wendelscmurspiralgramm herunter das war sehr unangenehm wei man sehr schnell die richtung überändern musste damit das passt und es etwas rücklich war a und danach muss man ein in ein fahrstuhe den mit einem hivebedien m ja das ging wenn man rausgefunden hat under sich inderthat wie man hin doch woll sachengreift und dass man den hegensterthalten gehalten lassen musste am ja dann das gleiche noch mal wiederunter das ging auch dann und ich glaub dann waunman sogar schon am ende ja a also is ist auf jeden fäll weiterhin uneingenehmn und abn lo
29,3,1,Blob,Hybrid,BlobHybrid,3,bei den bewegungen was diesmal schon wissen komisch er mann nicht genau wusste wo musich hin und alles hat sich so missen bewegt und aussor vibration man bis hen gespürteste aufenfaren issen unangenehmrch merk auch es müssen warm wird und ann wan nicht genau weiss wo ich hinkucken soll weil sich alles ihmmie bewegt so bissheren
29,3,1,Blob,Hybrid,BlobHybrid,1,die steuerung war diesmal besser ausfaschung komisches körpergefühl vor al wen manche it ihm mt dem kopfso mitgeht dann schwankt man manchmal in bisschen aber ansonsten  fühlt sich ganz gutlan und offnenfall keine übelkeit
29,3,3,Blob,Hybrid,BlobHybrid,2,also das würfelsammelnpfandlich müssen schwierig ond man gar nicht genau wusste wie kommt man da jetzt draneman hatsversucht zu detailiert wie möglich zu machen am zwischen durchfauern wusst sich awer ganch behebligt etwas hoch oder wie kommmich dan daran aber das bewegen klappt schon besser man nimmt zuwischen mehr wahr und  auch wie man sich dann am besten bewegt  genau
29,3,3,Blob,Firstperson,BlobFirstperson,2,dies mar ber es viel leichterzu kontrollieren was man macht und machen möchte man wusste aus un bisshen wie es jetzt geht aber an sich aer musst du manchmal einie dritte person umsprengen und konnte das sorun wischen besser steuern und ich fandns auch einchtlans angenehmen
29,3,3,Blob,Firstperson,BlobFirstperson,3,man nimmt die bewegung jest schon mehr wahr und auch wie man kuckt man bewegt sich in mie viel mehr und  ich miss uch missen unangenehmer also gerade so wacklung und so dasmerkt man schon ich merk auch das ich nicht so neichs find und  ja aber andererseits ist auch in mer besser zu steuern
29,0,3,Blob,Hybrid,BlobHybrid,0,es war ganz ocay manlchmal bischen schwierig zu steuern aber vom körpergefüg anz gut und  man gewöhnt sich dran
29,3,1,Blob,Firstperson,BlobFirstperson,0,jetzt oman sozusagen mehr im körper drinnus und nicht ers in die dritte person gehen muss fühlt man sich schon sun bisscen mehr als u man sich bewegen würde man kontrolliert auch im wie besser
29,3,3,Blob,Firstperson,BlobFirstperson,4,war muss ir jetzt in prinzip den gleiches gleiche wie vorhingehen und jetzt in dem körper mehr drin undes hat man noch gemerkt es war von der bedienung herr einfacher aber  vom gefühl her an sich besser aber auch bis hin komischer mann dreht sich schon somehr und  man schüelzhelt wi nicht so richtig aber schon als sisten etwas unangenehmeres gefühl
29,0,0,Blob,Firstperson,BlobFirstperson,1,man kann [UNK]s abar noch viel besser steuern jetz aber m gerade körperwahrnehmung ist lota komisch also  ich mir wid schon bisschen schlecht und es ist nicht so angenehmen
29,3,3,Blob,Hybrid,BlobHybrid,4,das laufen an sich ging aber diese wendeltreppemörder weniger da fühlte man sich schon so bisshen wie gedreht ganz komisch und auch s aufzug fahren waren kungiches gefühl wer mannz heit nicht richtig spürt aber irgendwie esso wahrnimmd  das waufnenfall diesmal auffällig
30,3,3,Avatar,Firstperson,AvatarFirstperson,1,also es war ein weg auf navise und den musstem anlangen gehen und dawar noch neh enge kurven ualso für mich wenn s is gerade ausgehen kein problem  die kurven sind  wisschen desorientieren wenn man dann  auch das multlistars gegen mit den josteks  din sich zu drehen und dann zu schnell hinter herzukommf wollen wenn man das so schnell machen selvisgeden jnen kureniss is denn über ein bis eso des orientieren oder muss man sich als mal wieder ein moment sammelnunnten keinergibt das gefühlt daus gehindest sonin vessien  ja kommt ann nicht ganz hinterher auf jieden fall am was  unaingenehmlich wirklich s war sehr ungewohnt und anstrengend genau
30,3,0,Avatar,Hybrid,AvatarHybrid,1,am zwar ein brauner holzweg auf eineregrünwiese und m da musste man dann den fallen folgen am gab auch einige kurven u m ja das fand duch jetzt nicht weswarsonat wi wie en zum computerspiel an natürlichist e  in dreide ch doch noch bis ims anders und es also voll wenn man sich schnell bewegt für nicht das schon bisscen desorientierent aber des auf hiehlen verbesser zu a koordinieren am in der drititen person
